ABC,ABC XYZ Bucket,Country1,Country2,Month,prodHier1,prodHier2,prodHier3,prodHier4,prodHier5,prodHier6,prodHier7,prodHier8,prodHier9,State,Time Stamp,Updated brand,XYZ,Abs Error,Accuracy Calculation,Bias,Error,Historical Forecast,Quarter,sales contribution,salesValue,Updated Actual,Week,Year
A,AX,,,April,India,North,Hair Color,Creme,Brand2,BMBB2T,HA10,HA10-BMBB2T,GT,Delhi,4/1/2022,Brand2,X,5.55789833,0.930427390,0.069572610,5.55789833,85.44419746,1,42.96,79.88629913,79.88629913,13,2022
A,AX,,,May,India,North,Hair Color,Creme,Brand2,BMBB2T,HA10,HA10-BMBB2T,GT,Delhi,5/1/2022,Brand2,X,26.13324002,0.779253327,-0.220746673,-26.13324002,92.25241758,1,42.96,118.3856576,118.3856576,18,2022
A,AX,,,June,India,North,Hair Color,Creme,Brand2,BMBB2T,HA10,HA10-BMBB2T,GT,Delhi,6/1/2022,Brand2,X,6.938145359,0.916542575,0.083457425,6.938145359,90.07209464,1,42.96,83.13394928,83.13394928,22,2022
B,BZ,,,April,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA10,HA10-CEBR1,GT,Montana,4/1/2022,Brand3,Z,0.109026671,0.939621719,0.060378281,0.109026671,1.914753318,1,2.2,1.805726647,1.805726647,13,2022
B,BZ,,,May,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA10,HA10-CEBR1,GT,Montana,5/1/2022,Brand3,Z,0.72696279,0.730764723,-0.269235277,-0.72696279,1.97313951,1,2.2,2.7001023,2.7001023,18,2022
B,BZ,,,June,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA10,HA10-CEBR1,GT,Montana,6/1/2022,Brand3,Z,0.300167731,0.906149918,-0.093850082,-0.300167731,2.898207017,1,2.2,3.198374748,3.198374748,22,2022
B,BZ,,,April,India,west,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA10,HA10-CEPR4,GT,Maharastra,4/1/2022,Brand3,Z,2.052401184,-2.799690074,3.799690074,2.052401184,2.592550813,1,2.2,0.540149629,0.540149629,13,2022
B,BZ,,,May,India,west,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA10,HA10-CEPR4,GT,Maharastra,5/1/2022,Brand3,Z,1.566343133,-2.478544752,3.478544752,1.566343133,2.016630033,1,2.2,0.4502869,0.4502869,18,2022
B,BZ,,,June,India,west,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA10,HA10-CEPR4,GT,Maharastra,6/1/2022,Brand3,Z,1.513320528,-3.314105618,4.314105618,1.513320528,1.86410483,1,2.2,0.350784302,0.350784302,22,2022
A,AZ,,,April,India,East,Hi,Refill,Brand4,RFL1R,HA10,HA10-RFL1R,GT,Arunachal Pradesh,4/1/2022,Brand4,Z,0.510568882,0.99,-0.01,-0.510568882,50.54631932,1,4.9,51.0568882,51.0568882,13,2022
A,AZ,,,May,India,East,Hi,Refill,Brand4,RFL1R,HA10,HA10-RFL1R,GT,Arunachal Pradesh,5/1/2022,Brand4,Z,28.84932986,-94.043540985,-0.989588056,-28.84932986,0.303538037,1,4.9,29.1528679,0.303538037,18,2022
A,AZ,,,June,India,East,Hi,Refill,Brand4,RFL1R,HA10,HA10-RFL1R,GT,Arunachal Pradesh,6/1/2022,Brand4,Z,0.106530676,0.994395485,-0.005604515,-0.106530676,18.90147801,1,4.9,19.00800869,19.00800869,22,2022
A,AY,,,April,USA,Mid West,Hi,Aerosol,Brand5,SHAF7,HA10,HA10-SHAF7,GT,Indiana,4/1/2022,Brand5,Y,4.552645061,0.835746027,-0.164253973,-4.552645061,23.16446271,1,32.06,27.71710777,27.71710777,13,2022
A,AY,,,May,USA,Mid West,Hi,Aerosol,Brand5,SHAF7,HA10,HA10-SHAF7,GT,Indiana,5/1/2022,Brand5,Y,0.658178571,0.960498970,-0.039501030,-0.658178571,16.00413553,1,32.06,16.6623141,16.6623141,18,2022
A,AY,,,June,USA,Mid West,Hi,Aerosol,Brand5,SHAF7,HA10,HA10-SHAF7,GT,Indiana,6/1/2022,Brand5,Y,8.079571144,0.515979650,0.484020350,8.079571144,24.77219809,1,32.06,16.69262695,16.69262695,22,2022
B,BZ,,,April,USA,South West,Hi,Lmd,Brand4,UF1R,HA10,HA10-UF1R,GT,New Mexico,4/1/2022,Brand4,Z,22.98061752,,-1,-22.98061752,0,1,2.2,22.98061752,0,13,2022
B,BZ,,,May,USA,South West,Hi,Lmd,Brand4,UF1R,HA10,HA10-UF1R,GT,New Mexico,5/1/2022,Brand4,Z,5.7559022,,-1,-5.7559022,0,1,2.2,5.7559022,0,18,2022
B,BZ,,,June,USA,South West,Hi,Lmd,Brand4,UF1R,HA10,HA10-UF1R,GT,New Mexico,6/1/2022,Brand4,Z,2.399544181,0.352281128,0.647718872,2.399544181,6.104151668,1,2.2,3.704607487,3.704607487,22,2022
A,AY,,,April,India,South,Personal Wash,Soap,Brand6,ACLH6,HA11,HA11-ACLH6,GT,Tamil Nadu,4/1/2022,Brand6,Y,10.28837466,0.836045081,-0.163954919,-10.28837466,52.46286655,1,32.06,62.75124121,62.75124121,13,2022
A,AY,,,May,India,South,Personal Wash,Soap,Brand6,ACLH6,HA11,HA11-ACLH6,GT,Tamil Nadu,5/1/2022,Brand6,Y,27.86633029,0.648137335,-0.351862665,-27.86633029,51.33027981,1,32.06,79.1966101,79.1966101,18,2022
A,AY,,,June,India,South,Personal Wash,Soap,Brand6,ACLH6,HA11,HA11-ACLH6,GT,Tamil Nadu,6/1/2022,Brand6,Y,12.34904141,0.819978218,-0.180021782,-12.34904141,56.24844318,1,32.06,68.59748459,68.59748459,22,2022
A,AZ,,,April,India,South,Personal Wash,Soap,Brand1,AGNA1H,HA11,HA11-AGNA1H,GT,Keral,4/1/2022,Brand1,Z,30.35484556,0.551305241,-0.448694759,-30.35484556,37.2965922,1,4.9,67.65143776,67.65143776,13,2022
A,AZ,,,May,India,South,Personal Wash,Soap,Brand1,AGNA1H,HA11,HA11-AGNA1H,GT,Keral,5/1/2022,Brand1,Z,1.568777741,0.99,-0.01,-1.568777741,155.3089964,1,4.9,156.8777741,156.8777741,18,2022
A,AZ,,,June,India,South,Personal Wash,Soap,Brand1,AGNA1H,HA11,HA11-AGNA1H,GT,Keral,6/1/2022,Brand1,Z,1.09833807,0.99,-0.01,-1.09833807,108.7354689,1,4.9,109.833807,109.833807,22,2022
C,CZ,,,April,USA,west,Personal Wash,Soap,Brand1,AGNA3H,HA11,HA11-AGNA3H,GT,Colorado,4/1/2022,Brand1,Z,0.435117695,0.914574733,0.085425267,0.435117695,5.528665649,1,1.14,5.093547954,5.093547954,13,2022
C,CZ,,,May,USA,west,Personal Wash,Soap,Brand1,AGNA3H,HA11,HA11-AGNA3H,GT,Colorado,5/1/2022,Brand1,Z,5.803562285,0.505415505,-0.494584495,-5.803562285,5.930655715,1,1.14,11.734218,11.734218,18,2022
C,CZ,,,June,USA,west,Personal Wash,Soap,Brand1,AGNA3H,HA11,HA11-AGNA3H,GT,Colorado,6/1/2022,Brand1,Z,3.418617161,0.700715745,-0.299284255,-3.418617161,8.004025709,1,1.14,11.42264287,11.42264287,22,2022
A,AY,,,April,India,South,Personal Wash,Soap,Brand1,AGNA4,HA11,HA11-AGNA4,GT,Telangana,4/1/2022,Brand1,Y,16.52150567,0.764404506,-0.235595494,-16.52150567,53.60507171,1,32.06,70.12657738,70.12657738,13,2022
A,AY,,,May,India,South,Personal Wash,Soap,Brand1,AGNA4,HA11,HA11-AGNA4,GT,Telangana,5/1/2022,Brand1,Y,9.945257289,0.861967724,0.138032276,9.945257289,81.99548759,1,32.06,72.0502303,72.0502303,18,2022
A,AY,,,June,India,South,Personal Wash,Soap,Brand1,AGNA4,HA11,HA11-AGNA4,GT,Telangana,6/1/2022,Brand1,Y,36.61739902,0.613192629,-0.386807371,-36.61739902,58.04832287,1,32.06,94.66572189,94.66572189,22,2022
B,BZ,,,April,USA,South East,Personal Wash,Soap,Brand1,AGNSCH,HA11,HA11-AGNSCH,GT,Florida,4/1/2022,Brand1,Z,6.937845294,0.758667015,-0.241332985,-6.937845294,21.81017393,1,2.2,28.74801922,28.74801922,13,2022
B,BZ,,,May,USA,South East,Personal Wash,Soap,Brand1,AGNSCH,HA11,HA11-AGNSCH,GT,Florida,5/1/2022,Brand1,Z,29.4689075,0.578994429,-0.421005571,-29.4689075,40.5275713,1,2.2,69.9964788,69.9964788,18,2022
B,BZ,,,June,USA,South East,Personal Wash,Soap,Brand1,AGNSCH,HA11,HA11-AGNSCH,GT,Florida,6/1/2022,Brand1,Z,12.30918938,0.777598413,-0.222401587,-12.30918938,43.03749031,1,2.2,55.34667969,55.34667969,22,2022
A,AX,,,April,India,west,Hair Color,Creme,Brand2,BMBB2T,HA11,HA11-BMBB2T,GT,Goa,4/1/2022,Brand2,X,29.47054885,0.682109139,-0.317890861,-29.47054885,63.23595025,1,42.96,92.7064991,92.7064991,13,2022
A,AX,,,May,India,west,Hair Color,Creme,Brand2,BMBB2T,HA11,HA11-BMBB2T,GT,Goa,5/1/2022,Brand2,X,22.35171948,0.771248623,-0.228751377,-22.35171948,75.36012722,1,42.96,97.7118467,97.7118467,18,2022
A,AX,,,June,India,west,Hair Color,Creme,Brand2,BMBB2T,HA11,HA11-BMBB2T,GT,Goa,6/1/2022,Brand2,X,9.298447514,0.870594698,0.129405302,9.298447514,81.15367593,1,42.96,71.85522842,71.85522842,22,2022
A,AY,,,April,USA,North East,Hair Color,Powder,Brand2,BPSK9,HA11,HA11-BPSK9,GT,New York,4/1/2022,Brand2,Y,15.73002856,0.693506638,-0.306493362,-15.73002856,35.59254652,1,32.06,51.32257508,51.32257508,13,2022
A,AY,,,May,USA,North East,Hair Color,Powder,Brand2,BPSK9,HA11,HA11-BPSK9,GT,New York,5/1/2022,Brand2,Y,8.599620903,0.890664048,0.109335952,8.599620903,87.252806,1,32.06,78.6531851,78.6531851,18,2022
A,AY,,,June,USA,North East,Hair Color,Powder,Brand2,BPSK9,HA11,HA11-BPSK9,GT,New York,6/1/2022,Brand2,Y,17.77455231,0.813209159,-0.186790841,-17.77455231,77.38296298,1,32.06,95.15751529,95.15751529,22,2022
B,BZ,,,April,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA11,HA11-CEBR1,GT,Montana,4/1/2022,Brand3,Z,2.559137946,-1.683468702,2.683468702,2.559137946,3.51280584,1,2.2,0.953667894,0.953667894,13,2022
B,BZ,,,May,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA11,HA11-CEBR1,GT,Montana,5/1/2022,Brand3,Z,1.929761904,-0.344382528,1.344382528,1.929761904,3.365188104,1,2.2,1.4354262,1.4354262,18,2022
B,BZ,,,June,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA11,HA11-CEBR1,GT,Montana,6/1/2022,Brand3,Z,1.138932027,0.532592724,0.467407276,1.138932027,3.575633563,1,2.2,2.436701536,2.436701536,22,2022
B,BZ,,,April,India,East,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA11,HA11-CEBR2,GT,Arunachal Pradesh,4/1/2022,Brand3,Z,2.326071149,-4.751886956,5.751886956,2.326071149,2.730472551,1,2.2,0.404401402,0.404401402,13,2022
B,BZ,,,May,India,East,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA11,HA11-CEBR2,GT,Arunachal Pradesh,5/1/2022,Brand3,Z,2.112842281,-3.300654430,4.300654430,2.112842281,2.604126181,1,2.2,0.4912839,0.4912839,18,2022
B,BZ,,,June,India,East,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA11,HA11-CEBR2,GT,Arunachal Pradesh,6/1/2022,Brand3,Z,1.834283144,-2.439991118,3.439991118,1.834283144,2.367506365,1,2.2,0.533223221,0.533223221,22,2022
B,BZ,,,April,India,west,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA11,HA11-CEBR5,GT,Gujrat,4/1/2022,Brand3,Z,2.276008139,-2.612033800,3.612033800,2.276008139,2.906126312,1,2.2,0.630118173,0.630118173,13,2022
B,BZ,,,May,India,west,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA11,HA11-CEBR5,GT,Gujrat,5/1/2022,Brand3,Z,2.19190592,-1.941449649,2.941449649,2.19190592,2.93708472,1,2.2,0.7451788,0.7451788,18,2022
B,BZ,,,June,India,west,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA11,HA11-CEBR5,GT,Gujrat,6/1/2022,Brand3,Z,1.241451047,0.087771656,0.912228344,1.241451047,2.602350492,1,2.2,1.360899445,1.360899445,22,2022
B,BZ,,,April,India,South,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA11,HA11-CEPR4,GT,Keral,4/1/2022,Brand3,Z,1.973782755,-3.433247084,4.433247084,1.973782755,2.419005572,1,2.2,0.445222817,0.445222817,13,2022
B,BZ,,,May,India,South,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA11,HA11-CEPR4,GT,Keral,5/1/2022,Brand3,Z,2.043731419,-8.006158038,9.006158038,2.043731419,2.270657419,1,2.2,0.226926,0.226926,18,2022
B,BZ,,,June,India,South,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA11,HA11-CEPR4,GT,Keral,6/1/2022,Brand3,Z,1.025101485,-0.366082688,1.366082688,1.025101485,1.775496387,1,2.2,0.750394902,0.750394902,22,2022
A,AZ,,,April,USA,west,Fabric Care,Liquid Detergent,Brand3,CESR3,HA11,HA11-CESR3,GT,Arizona,4/1/2022,Brand3,Z,4.003432397,-92.415043970,93.415043970,4.003432397,4.046288796,1,4.9,0.042856399,0.042856399,13,2022
A,AZ,,,June,USA,west,Fabric Care,Liquid Detergent,Brand3,CESR3,HA11,HA11-CESR3,GT,Arizona,6/1/2022,Brand3,Z,1.966836805,-0.057568455,1.057568455,1.966836805,3.826609377,1,4.9,1.859772572,1.859772572,22,2022
A,AZ,,,April,USA,west,Hi,Coil,Brand4,LGHF2,HA11,HA11-LGHF2,GT,California,4/1/2022,Brand4,Z,1.601681862,0.99,-0.01,-1.601681862,158.5665043,1,4.9,160.1681862,160.1681862,13,2022
A,AZ,,,May,USA,west,Hi,Coil,Brand4,LGHF2,HA11,HA11-LGHF2,GT,California,5/1/2022,Brand4,Z,0.488108607,0.99,-0.01,-0.488108607,48.32275209,1,4.9,48.8108607,48.8108607,18,2022
A,AZ,,,June,USA,west,Hi,Coil,Brand4,LGHF2,HA11,HA11-LGHF2,GT,California,6/1/2022,Brand4,Z,0.524597154,0.990000000,-0.010000000,-0.524597154,51.93511822,1,4.9,52.45971537,52.45971537,22,2022
A,AZ,,,April,USA,North East,Hi,Refill,Brand4,RF1R,HA11,HA11-RF1R,GT,Vermont,4/1/2022,Brand4,Z,0.143950177,0.990000000,-0.010000000,-0.143950177,14.25106756,1,4.9,14.39501774,14.39501774,13,2022
A,AZ,,,May,USA,North East,Hi,Refill,Brand4,RF1R,HA11,HA11-RF1R,GT,Vermont,5/1/2022,Brand4,Z,10.1311581,,-1,-10.1311581,0,1,4.9,10.1311581,0,18,2022
A,AZ,,,June,USA,North East,Hi,Refill,Brand4,RF1R,HA11,HA11-RF1R,GT,Vermont,6/1/2022,Brand4,Z,0.15546176,0.990000000,-0.010000000,-0.15546176,15.3907142,1,4.9,15.54617596,15.54617596,22,2022
A,AZ,,,April,India,west,Hi,Refill,Brand4,RFL1R,HA11,HA11-RFL1R,GT,Gujrat,4/1/2022,Brand4,Z,1.620720744,0.99,-0.01,-1.620720744,160.4513537,1,4.9,162.0720744,162.0720744,13,2022
A,AZ,,,May,India,west,Hi,Refill,Brand4,RFL1R,HA11,HA11-RFL1R,GT,Gujrat,5/1/2022,Brand4,Z,0.934506348,0.99,-0.01,-0.934506348,92.51612845,1,4.9,93.4506348,93.4506348,18,2022
A,AZ,,,June,India,west,Hi,Refill,Brand4,RFL1R,HA11,HA11-RFL1R,GT,Gujrat,6/1/2022,Brand4,Z,0.996163079,0.990000000,-0.010000000,-0.996163079,98.62014479,1,4.9,99.61630787,99.61630787,22,2022
B,BY,,,April,India,North,Hi,Aerosol,Brand5,SHAF7,HA11,HA11-SHAF7,GT,Delhi,4/1/2022,Brand5,Y,11.88634533,0.534000326,0.465999674,11.88634533,37.39354199,1,6.89,25.50719666,25.50719666,13,2022
B,BY,,,May,India,North,Hi,Aerosol,Brand5,SHAF7,HA11,HA11-SHAF7,GT,Delhi,5/1/2022,Brand5,Y,1.306862405,0.926411808,-0.073588192,-1.306862405,16.4522695,1,6.89,17.7591319,17.7591319,18,2022
B,BY,,,June,India,North,Hi,Aerosol,Brand5,SHAF7,HA11,HA11-SHAF7,GT,Delhi,6/1/2022,Brand5,Y,2.112940034,0.894891353,0.105108647,2.112940034,22.21537788,1,6.89,20.10243785,20.10243785,22,2022
A,AZ,,,April,USA,North East,Hi,Lmd,Brand4,UF1R,HA11,HA11-UF1R,GT,New York,4/1/2022,Brand4,Z,38.75906464,0.556405603,0.443594397,38.75906464,126.1340742,1,4.9,87.37500954,87.37500954,13,2022
A,AZ,,,May,USA,North East,Hi,Lmd,Brand4,UF1R,HA11,HA11-UF1R,GT,New York,5/1/2022,Brand4,Z,0.216318477,0.99,-0.01,-0.216318477,21.41552922,1,4.9,21.6318477,21.6318477,18,2022
A,AZ,,,June,USA,North East,Hi,Lmd,Brand4,UF1R,HA11,HA11-UF1R,GT,New York,6/1/2022,Brand4,Z,29.60300703,-0.522350672,1.522350672,29.60300703,49.04859705,1,4.9,19.44559002,19.44559002,22,2022
A,AY,,,April,USA,South West,Personal Wash,Soap,Brand1,AGNA1H,HA12,HA12-AGNA1H,GT,New Mexico,4/1/2022,Brand1,Y,2.837719116,0.99,-0.01,-2.837719116,280.9341925,1,32.06,283.7719116,283.7719116,13,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand1,AGNA1H,HA12,HA12-AGNA1H,GT,New Mexico,5/1/2022,Brand1,Y,22.76428478,0.948447312,-0.051552688,-22.76428478,418.808903,1,32.06,441.5731878,441.5731878,18,2022
A,AY,,,June,USA,South West,Personal Wash,Soap,Brand1,AGNA1H,HA12,HA12-AGNA1H,GT,New Mexico,6/1/2022,Brand1,Y,13.67859798,0.970038466,0.029961534,13.67859798,470.2172333,1,32.06,456.5386353,456.5386353,22,2022
A,AY,,,April,India,North,Personal Wash,Soap,Brand1,AGNA57S,HA12,HA12-AGNA57S,GT,Haryana,4/1/2022,Brand1,Y,44.34223415,0.652281503,-0.347718497,-44.34223415,83.18113465,1,32.06,127.5233688,127.5233688,13,2022
A,AY,,,May,India,North,Personal Wash,Soap,Brand1,AGNA57S,HA12,HA12-AGNA57S,GT,Haryana,5/1/2022,Brand1,Y,8.885415755,0.946029300,-0.053970700,-8.885415755,155.7486495,1,32.06,164.6340653,164.6340653,18,2022
A,AY,,,June,India,North,Personal Wash,Soap,Brand1,AGNA57S,HA12,HA12-AGNA57S,GT,Haryana,6/1/2022,Brand1,Y,1.911603241,0.99,-0.01,-1.911603241,189.2487209,1,32.06,191.1603241,191.1603241,22,2022
A,AX,,,April,India,west,Personal Wash,Soap,Brand1,AGNJCH,HA12,HA12-AGNJCH,GT,Goa,4/1/2022,Brand1,X,5.942661695,0.890365015,0.109634985,5.942661695,60.14672511,1,42.96,54.20406342,54.20406342,13,2022
A,AX,,,May,India,west,Personal Wash,Soap,Brand1,AGNJCH,HA12,HA12-AGNJCH,GT,Goa,5/1/2022,Brand1,X,38.85196038,0.365586528,0.634413472,38.85196038,100.092716,1,42.96,61.2407556,61.2407556,18,2022
A,AX,,,June,India,west,Personal Wash,Soap,Brand1,AGNJCH,HA12,HA12-AGNJCH,GT,Goa,6/1/2022,Brand1,X,8.776818613,0.908567678,-0.091432322,-8.776818613,87.21569695,1,42.96,95.99251556,95.99251556,22,2022
C,CZ,,,April,India,west,Personal Wash,Soap,Brand1,AGNJH,HA12,HA12-AGNJH,GT,Goa,4/1/2022,Brand1,Z,1.191827996,0.960596755,0.039403245,1.191827996,31.43877815,1,1.14,30.24695015,30.24695015,13,2022
C,CZ,,,May,India,west,Personal Wash,Soap,Brand1,AGNJH,HA12,HA12-AGNJH,GT,Goa,5/1/2022,Brand1,Z,10.25518203,0.772305285,-0.227694715,-10.25518203,34.78399267,1,1.14,45.0391747,45.0391747,18,2022
C,CZ,,,June,India,west,Personal Wash,Soap,Brand1,AGNJH,HA12,HA12-AGNJH,GT,Goa,6/1/2022,Brand1,Z,15.82196378,0.751962847,-0.248037153,-15.82196378,47.96672106,1,1.14,63.78868484,63.78868484,22,2022
A,AY,,,April,India,west,Personal Wash,Soap,Brand1,AGNS57S,HA12,HA12-AGNS57S,GT,Maharastra,4/1/2022,Brand1,Y,27.44690683,0.682591302,-0.317408698,-27.44690683,59.02491019,1,32.06,86.47181702,86.47181702,13,2022
A,AY,,,May,India,west,Personal Wash,Soap,Brand1,AGNS57S,HA12,HA12-AGNS57S,GT,Maharastra,5/1/2022,Brand1,Y,27.00842252,0.740206082,-0.259793918,-27.00842252,76.95252738,1,32.06,103.9609499,103.9609499,18,2022
A,AY,,,June,India,west,Personal Wash,Soap,Brand1,AGNS57S,HA12,HA12-AGNS57S,GT,Maharastra,6/1/2022,Brand1,Y,27.06261266,0.744210105,-0.255789895,-27.06261266,78.73755064,1,32.06,105.8001633,105.8001633,22,2022
A,AY,,,April,India,South,Personal Wash,Soap,Brand1,AGNSCH,HA12,HA12-AGNSCH,GT,Karnataka,4/1/2022,Brand1,Y,16.51975328,0.914082217,0.085917783,16.51975328,208.7937249,1,32.06,192.2739716,192.2739716,13,2022
A,AY,,,May,India,South,Personal Wash,Soap,Brand1,AGNSCH,HA12,HA12-AGNSCH,GT,Karnataka,5/1/2022,Brand1,Y,22.96925377,0.900656043,0.099343957,22.96925377,254.1786248,1,32.06,231.209371,231.209371,18,2022
A,AY,,,June,India,South,Personal Wash,Soap,Brand1,AGNSCH,HA12,HA12-AGNSCH,GT,Karnataka,6/1/2022,Brand1,Y,43.55304394,0.844700724,-0.155299276,-43.55304394,236.8928484,1,32.06,280.4458923,280.4458923,22,2022
A,AX,,,April,USA,South West,Personal Wash,Soap,Brand1,AGNT1H,HA12,HA12-AGNT1H,GT,New Mexico,4/1/2022,Brand1,X,4.255811928,0.844276432,-0.155723568,-4.255811928,23.07346129,1,42.96,27.32927322,27.32927322,13,2022
A,AX,,,May,USA,South West,Personal Wash,Soap,Brand1,AGNT1H,HA12,HA12-AGNT1H,GT,New Mexico,5/1/2022,Brand1,X,4.969034506,0.856478220,0.143521780,4.969034506,39.59119771,1,42.96,34.6221632,34.6221632,18,2022
A,AX,,,June,USA,South West,Personal Wash,Soap,Brand1,AGNT1H,HA12,HA12-AGNT1H,GT,New Mexico,6/1/2022,Brand1,X,0.483853633,0.988384702,-0.011615298,-0.483853633,41.17272825,1,42.96,41.65658188,41.65658188,22,2022
A,AY,,,April,India,North,Personal Wash,Soap,Brand8,AYOO7,HA12,HA12-AYOO7,GT,Punjab,4/1/2022,Brand8,Y,2.008114491,0.960344379,-0.039655621,-2.008114491,48.63072142,1,32.06,50.63883591,50.63883591,13,2022
A,AY,,,May,India,North,Personal Wash,Soap,Brand8,AYOO7,HA12,HA12-AYOO7,GT,Punjab,5/1/2022,Brand8,Y,31.7616249,0.486705719,0.513294281,31.7616249,93.6396276,1,32.06,61.8780027,61.8780027,18,2022
A,AY,,,June,India,North,Personal Wash,Soap,Brand8,AYOO7,HA12,HA12-AYOO7,GT,Punjab,6/1/2022,Brand8,Y,20.76623651,0.768694819,-0.231305181,-20.76623651,69.01228217,1,32.06,89.77851868,89.77851868,22,2022
A,AX,,,April,USA,Mid West,Hair Color,Creme,Brand2,BMBB2T,HA12,HA12-BMBB2T,GT,Michigan,4/1/2022,Brand2,X,25.6565688,0.859657219,-0.140342781,-25.6565688,157.1570298,1,42.96,182.8135986,182.8135986,13,2022
A,AX,,,May,USA,Mid West,Hair Color,Creme,Brand2,BMBB2T,HA12,HA12-BMBB2T,GT,Michigan,5/1/2022,Brand2,X,30.69273817,0.847717244,-0.152282756,-30.69273817,170.858238,1,42.96,201.5509762,201.5509762,18,2022
A,AX,,,June,USA,Mid West,Hair Color,Creme,Brand2,BMBB2T,HA12,HA12-BMBB2T,GT,Michigan,6/1/2022,Brand2,X,16.95491155,0.916635825,-0.083364175,-16.95491155,186.4287554,1,42.96,203.383667,203.383667,22,2022
B,BZ,,,April,USA,North East,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA12,HA12-CEBR1,GT,New Jersey,4/1/2022,Brand3,Z,0.464992524,0.922918828,-0.077081172,-0.464992524,5.567512035,1,2.2,6.032504559,6.032504559,13,2022
B,BZ,,,May,USA,North East,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA12,HA12-CEBR1,GT,New Jersey,5/1/2022,Brand3,Z,0.240756457,0.961445552,-0.038554448,-0.240756457,6.003826643,1,2.2,6.2445831,6.2445831,18,2022
B,BZ,,,June,USA,North East,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA12,HA12-CEBR1,GT,New Jersey,6/1/2022,Brand3,Z,1.479221631,0.793708306,-0.206291694,-1.479221631,5.691312503,1,2.2,7.170534134,7.170534134,22,2022
B,BZ,,,April,India,East,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA12,HA12-CEBR2,GT,Sikkim,4/1/2022,Brand3,Z,0.40425406,0.881342782,0.118657218,0.40425406,3.811160665,1,2.2,3.406906605,3.406906605,13,2022
B,BZ,,,May,India,East,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA12,HA12-CEBR2,GT,Sikkim,5/1/2022,Brand3,Z,1.727811376,0.603719686,-0.396280314,-1.727811376,2.632262324,1,2.2,4.3600737,4.3600737,18,2022
B,BZ,,,June,India,East,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA12,HA12-CEBR2,GT,Sikkim,6/1/2022,Brand3,Z,1.242627017,0.758524883,-0.241475117,-1.242627017,3.903356679,1,2.2,5.145983696,5.145983696,22,2022
B,BZ,,,April,USA,Mid West,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA12,HA12-CEBR5,GT,Indiana,4/1/2022,Brand3,Z,0.542329325,0.865148575,-0.134851425,-0.542329325,3.47935103,1,2.2,4.021680355,4.021680355,13,2022
B,BZ,,,May,USA,Mid West,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA12,HA12-CEBR5,GT,Indiana,5/1/2022,Brand3,Z,0.616338464,0.855966829,-0.144033171,-0.616338464,3.662804036,1,2.2,4.2791425,4.2791425,18,2022
B,BZ,,,June,USA,Mid West,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA12,HA12-CEBR5,GT,Indiana,6/1/2022,Brand3,Z,1.555683823,0.677713929,-0.322286071,-1.555683823,3.271343975,1,2.2,4.827027798,4.827027798,22,2022
A,AZ,,,April,India,South,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA12,HA12-CEPR4,GT,Telangana,4/1/2022,Brand3,Z,2.773855252,0.547207947,0.452792053,2.773855252,8.89996819,1,4.9,6.126112938,6.126112938,13,2022
A,AZ,,,May,India,South,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA12,HA12-CEPR4,GT,Telangana,5/1/2022,Brand3,Z,6.675490628,-0.678005592,-0.626587785,-6.675490628,3.978229072,1,4.9,10.6537197,3.978229072,18,2022
A,AZ,,,June,India,South,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA12,HA12-CEPR4,GT,Telangana,6/1/2022,Brand3,Z,1.187013807,0.904285069,-0.095714931,-1.187013807,11.21453934,1,4.9,12.40155315,12.40155315,22,2022
